locus	ensg_id	gene_symbol	alignment_length	gc_percent	variable_sites	parsimony_informative_sites	pct_informative_sites	gc3_bucket	resolution_bucket	rate_bucket	completeness_bucket
ENSG00000107719_PALD1	ENSG00000107719	PALD1	2571	63.09	1373	633	24.62		70	fast	70
ENSG00000107731_UNC5B	ENSG00000107731	UNC5B	2838	63.25	988	550	19.38		80	slow	80
ENSG00000107738_C10orf54	ENSG00000107738	C10orf54	936	62.97	573	321	34.29		70	fast	90
ENSG00000107742_SPOCK2	ENSG00000107742	SPOCK2	1275	61.92	418	197	15.45			fast	80
ENSG00000107745_MICU1	ENSG00000107745	MICU1	1443	45.59	538	297	20.58	GC3	70	slow	90
ENSG00000107758_PPP3CB	ENSG00000107758	PPP3CB	1575	41.81	242	79	5.02	GC3		slow	90
ENSG00000107771_CCSER2	ENSG00000107771	CCSER2	2505	41.69	1314	680	27.15	GC3	70	slow	90
ENSG00000107779_BMPR1A	ENSG00000107779	BMPR1A	1599	44.12	564	319	19.95	GC3		slow	90
ENSG00000107789_MINPP1	ENSG00000107789	MINPP1	1464	52.66	796	433	29.58	GC2	70	fast	90
ENSG00000107796_ACTA2	ENSG00000107796	ACTA2	1134	55.64	309	213	18.78	GC1		slow	90
ENSG00000107798_LIPA	ENSG00000107798	LIPA	1200	47.29	689	414	34.50	GC2		fast	90
ENSG00000107815_C10orf2	ENSG00000107815	C10orf2	2055	55.98	976	571	27.79	GC1	80	slow	90
ENSG00000107816_LZTS2	ENSG00000107816	LZTS2	2013	67.49	810	388	19.27		80	slow	80
ENSG00000107819_SFXN3	ENSG00000107819	SFXN3	972	57.83	376	202	20.78	GC1		slow	80
ENSG00000107821_KAZALD1	ENSG00000107821	KAZALD1	909	66.83	390	196	21.56			slow	80
ENSG00000107829_FBXW4	ENSG00000107829	FBXW4	1233	59.39	465	218	17.68	GC1		slow	80
ENSG00000107854_TNKS2	ENSG00000107854	TNKS2	3501	44.70	1167	610	17.42	GC3	80	slow	90
ENSG00000107859_PITX3	ENSG00000107859	PITX3	909	69.23	337	165	18.15			slow	70
ENSG00000107862_GBF1	ENSG00000107862	GBF1	5586	53.40	2014	1132	20.26	GC2	90	slow	90
ENSG00000107863_ARHGAP21	ENSG00000107863	ARHGAP21	5874	50.36	3078	2055	34.98	GC2	80	fast	90
ENSG00000107864_CPEB3	ENSG00000107864	CPEB3	2091	58.82	584	236	11.29	GC1		slow	90
ENSG00000107882_SUFU	ENSG00000107882	SUFU	1455	57.32	547	247	16.98	GC1		fast	90
ENSG00000107897_ACBD5	ENSG00000107897	ACBD5	1566	46.17	803	422	26.95	GC3	70	fast	90
ENSG00000107902_LHPP	ENSG00000107902	LHPP	813	61.05	489	251	30.87			fast	80
ENSG00000107937_GTPBP4	ENSG00000107937	GTPBP4	1905	47.40	780	546	28.66	GC2	80	fast	90
ENSG00000107938_EDRF1	ENSG00000107938	EDRF1	3714	46.33	1582	1069	28.78	GC2	70	slow	90
ENSG00000107951_MTPAP	ENSG00000107951	MTPAP	1755	42.80	915	509	29.00	GC3	80	fast	80
ENSG00000107954_NEURL1	ENSG00000107954	NEURL1	1725	67.09	773	349	20.23		70	slow	80
ENSG00000107957_SH3PXD2A	ENSG00000107957	SH3PXD2A	3384	61.25	1245	679	20.07		70	fast	80
ENSG00000107959_PITRM1	ENSG00000107959	PITRM1	3111	52.58	1880	1310	42.11	GC1	80	fast	90
ENSG00000107960_OBFC1	ENSG00000107960	OBFC1	1110	48.08	689	423	38.11	GC2	70	fast	90
ENSG00000107968_MAP3K8	ENSG00000107968	MAP3K8	1404	48.20	515	310	22.08	GC2	70	fast	80
ENSG00000108018_SORCS1	ENSG00000108018	SORCS1	3264	50.55	1397	747	22.89	GC2	80	fast	90
ENSG00000108021_FAM208B	ENSG00000108021	FAM208B	7311	45.53	5552	3616	49.46	GC3	90	fast	90
ENSG00000108039_XPNPEP1	ENSG00000108039	XPNPEP1	1872	52.74	655	374	19.98	GC1		slow	90
ENSG00000108055_SMC3	ENSG00000108055	SMC3	3654	39.26	1048	559	15.30	GC3	80	slow	90
ENSG00000108061_SHOC2	ENSG00000108061	SHOC2	1749	41.02	517	216	12.35	GC3		slow	90
ENSG00000108064_TFAM	ENSG00000108064	TFAM	741	40.19	358	177	23.89	GC3		fast	80
ENSG00000108091_CCDC6	ENSG00000108091	CCDC6	1425	53.52	405	265	18.60	GC1		fast	90
ENSG00000108094_CUL2	ENSG00000108094	CUL2	2238	38.94	585	313	13.99	GC3		slow	80
ENSG00000108100_CCNY	ENSG00000108100	CCNY	1026	49.69	399	154	15.01	GC2		fast	90
ENSG00000108106_UBE2S	ENSG00000108106	UBE2S	672	64.06	247	153	22.77			slow	80
ENSG00000108175_ZMIZ1	ENSG00000108175	ZMIZ1	3201	61.72	1099	442	13.81			slow	70
ENSG00000108179_PPIF	ENSG00000108179	PPIF	624	58.96	287	150	24.04			fast	80
ENSG00000108187_PBLD	ENSG00000108187	PBLD	867	48.74	471	259	29.87	GC2		slow	90
ENSG00000108231_LGI1	ENSG00000108231	LGI1	1674	40.64	422	196	11.71	GC3	70	slow	90
ENSG00000108239_TBC1D12	ENSG00000108239	TBC1D12	2172	48.25	918	361	16.62	GC3	70	fast	90
ENSG00000108244_KRT23	ENSG00000108244	KRT23	1269	52.07	750	459	36.17	GC1	70	fast	90
ENSG00000108255_CRYBA1	ENSG00000108255	CRYBA1	648	50.59	232	114	17.59	GC2		slow	90
ENSG00000108256_NUFIP2	ENSG00000108256	NUFIP2	2088	45.06	779	241	11.54	GC3	70	slow	90
ENSG00000108262_GIT1	ENSG00000108262	GIT1	2262	61.06	839	395	17.46			slow	90
ENSG00000108306_FBXL20	ENSG00000108306	FBXL20	1311	46.96	340	170	12.97	GC2		slow	90
ENSG00000108309_RUNDC3A	ENSG00000108309	RUNDC3A	1341	60.90	432	188	14.02			slow	80
ENSG00000108344_PSMD3	ENSG00000108344	PSMD3	1602	57.56	532	279	17.42			fast	80
ENSG00000108349_CASC3	ENSG00000108349	CASC3	2112	56.26	797	452	21.40	GC2	70	fast	90
ENSG00000108352_RAPGEFL1	ENSG00000108352	RAPGEFL1	1713	59.30	692	265	15.47			fast	90
ENSG00000108370_RGS9	ENSG00000108370	RGS9	2025	56.37	964	572	28.25	GC1	70	fast	90
ENSG00000108375_RNF43	ENSG00000108375	RNF43	2352	62.05	1170	634	26.96	GC1	70	slow	80
ENSG00000108379_WNT3	ENSG00000108379	WNT3	1068	63.83	307	155	14.51			slow	80
ENSG00000108381_ASPA	ENSG00000108381	ASPA	942	39.17	400	205	21.76	GC3		slow	90
ENSG00000108384_RAD51C	ENSG00000108384	RAD51C	1110	43.19	415	178	16.04	GC3	70	fast	70
ENSG00000108387_SEPT4	ENSG00000108387	SEPT4	1434	55.09	543	262	18.27	GC1		fast	90
ENSG00000108389_MTMR4	ENSG00000108389	MTMR4	3591	54.23	1488	835	23.25	GC2	90	slow	90
ENSG00000108395_TRIM37	ENSG00000108395	TRIM37	2892	44.18	1109	577	19.95	GC3	80	fast	90
ENSG00000108405_P2RX1	ENSG00000108405	P2RX1	1200	56.60	476	282	23.50			slow	80
ENSG00000108406_DHX40	ENSG00000108406	DHX40	2340	42.13	700	340	14.53	GC3	70	slow	90
ENSG00000108423_TUBD1	ENSG00000108423	TUBD1	1362	42.76	700	341	25.04	GC3		slow	90
ENSG00000108424_KPNB1	ENSG00000108424	KPNB1	2631	47.58	891	406	15.43	GC2		fast	90
ENSG00000108439_PNPO	ENSG00000108439	PNPO	786	58.60	369	187	23.79	GC1		fast	80
ENSG00000108443_RPS6KB1	ENSG00000108443	RPS6KB1	1578	45.38	310	120	7.60	GC3		slow	90
ENSG00000108465_CDK5RAP3	ENSG00000108465	CDK5RAP3	1518	56.90	618	364	23.98	GC1		fast	90
ENSG00000108469_RECQL5	ENSG00000108469	RECQL5	2976	59.09	1591	895	30.07	GC1	80	fast	80
ENSG00000108474_PIGL	ENSG00000108474	PIGL	759	56.52	442	275	36.23	GC1		fast	90
ENSG00000108479_GALK1	ENSG00000108479	GALK1	1179	66.17	678	310	26.29			slow	80
ENSG00000108506_INTS2	ENSG00000108506	INTS2	3606	43.60	1264	624	17.30	GC3	70	slow	90
ENSG00000108509_CAMTA2	ENSG00000108509	CAMTA2	3612	60.49	1324	736	20.38	GC1	80	slow	90
ENSG00000108510_MED13	ENSG00000108510	MED13	6459	42.24	2032	941	14.57	GC3	80	slow	90
ENSG00000108511_HOXB6	ENSG00000108511	HOXB6	675	66.09	180	77	11.41			slow	90
ENSG00000108515_ENO3	ENSG00000108515	ENO3	1305	56.43	398	228	17.47	GC1		slow	80
ENSG00000108523_RNF167	ENSG00000108523	RNF167	1056	56.39	413	192	18.18	GC2	70	slow	70
ENSG00000108528_SLC25A11	ENSG00000108528	SLC25A11	945	58.15	344	192	20.32	GC1	70	slow	90
ENSG00000108556_CHRNE	ENSG00000108556	CHRNE	1482	61.02	688	376	25.37			slow	70
ENSG00000108557_RAI1	ENSG00000108557	RAI1	5685	65.85	2884	1672	29.41		80	fast	80
ENSG00000108559_NUP88	ENSG00000108559	NUP88	2226	48.96	1042	683	30.68	GC2	80	slow	90
ENSG00000108561_C1QBP	ENSG00000108561	C1QBP	846	56.18	443	273	32.27	GC1		fast	80
ENSG00000108576_SLC6A4	ENSG00000108576	SLC6A4	1893	53.43	814	476	25.15	GC1	70	slow	90
ENSG00000108578_BLMH	ENSG00000108578	BLMH	1368	46.09	522	244	17.84	GC2		slow	90
ENSG00000108582_CPD	ENSG00000108582	CPD	4122	46.46	1603	819	19.87	GC3	80	slow	90
ENSG00000108587_GOSR1	ENSG00000108587	GOSR1	753	43.03	247	119	15.80	GC3		slow	90
ENSG00000108588_CCDC47	ENSG00000108588	CCDC47	1452	43.88	451	238	16.39	GC3		slow	90
ENSG00000108591_DRG2	ENSG00000108591	DRG2	1095	55.22	345	209	19.09			slow	80
ENSG00000108599_AKAP10	ENSG00000108599	AKAP10	1989	45.28	839	414	20.81	GC3	80	slow	90
ENSG00000108602_ALDH3A1	ENSG00000108602	ALDH3A1	1362	59.25	1021	573	42.07			fast	70
ENSG00000108604_SMARCD2	ENSG00000108604	SMARCD2	1548	58.07	536	270	17.44	GC1		slow	90
ENSG00000108622_ICAM2	ENSG00000108622	ICAM2	828	58.38	649	408	49.28		70	fast	70
ENSG00000108641_B9D1	ENSG00000108641	B9D1	615	59.20	261	135	21.95			slow	
ENSG00000108651_UTP6	ENSG00000108651	UTP6	1797	44.94	889	546	30.38	GC3	70	fast	90
ENSG00000108654_DDX5	ENSG00000108654	DDX5	1845	44.06	400	199	10.79	GC3		slow	80
ENSG00000108666_C17orf75	ENSG00000108666	C17orf75	1191	46.62	609	299	25.10	GC2		fast	90
ENSG00000108669_CYTH1	ENSG00000108669	CYTH1	1197	52.99	401	272	22.72	GC1		fast	90
ENSG00000108671_PSMD11	ENSG00000108671	PSMD11	1269	48.14	325	157	12.37	GC2		slow	90
ENSG00000108679_LGALS3BP	ENSG00000108679	LGALS3BP	1731	62.57	1034	590	34.08		70	fast	
ENSG00000108733_PEX12	ENSG00000108733	PEX12	1080	47.73	434	223	20.65	GC3		slow	80
ENSG00000108759_KRT32	ENSG00000108759	KRT32	1362	59.88	753	429	31.50			fast	80
ENSG00000108771_DHX58	ENSG00000108771	DHX58	2037	60.79	1255	694	34.07		80	fast	90
ENSG00000108773_KAT2A	ENSG00000108773	KAT2A	2514	59.47	888	423	16.83		70	slow	90
ENSG00000108784_NAGLU	ENSG00000108784	NAGLU	2232	63.94	1176	603	27.02		80	slow	80
ENSG00000108786_HSD17B1	ENSG00000108786	HSD17B1	939	67.72	625	372	39.62			fast	90
ENSG00000108788_MLX	ENSG00000108788	MLX	897	56.79	361	193	21.52	GC1		slow	90
ENSG00000108797_CNTNAP1	ENSG00000108797	CNTNAP1	4149	59.05	1627	855	20.61	GC1	80	fast	90
ENSG00000108798_ABI3	ENSG00000108798	ABI3	1104	63.95	639	349	31.61			fast	80
ENSG00000108799_EZH1	ENSG00000108799	EZH1	2244	49.59	720	390	17.38	GC2		slow	90
ENSG00000108821_COL1A1	ENSG00000108821	COL1A1	4395	65.22	1682	764	17.38	GC2	70	slow	80
ENSG00000108823_SGCA	ENSG00000108823	SGCA	1164	63.09	668	339	29.12			fast	90
ENSG00000108828_VAT1	ENSG00000108828	VAT1	1194	62.41	602	284	23.79			fast	90
ENSG00000108829_LRRC59	ENSG00000108829	LRRC59	921	59.93	326	195	21.17			slow	90
ENSG00000108830_RND2	ENSG00000108830	RND2	684	59.22	193	106	15.50	GC1		slow	90
ENSG00000108839_ALOX12	ENSG00000108839	ALOX12	1992	58.30	1013	573	28.77	GC1	80	fast	90
ENSG00000108840_HDAC5	ENSG00000108840	HDAC5	3345	62.03	971	494	14.77		80	slow	80
ENSG00000108848_LUC7L3	ENSG00000108848	LUC7L3	1299	42.67	435	205	15.78	GC3		slow	90
ENSG00000108878_CACNG1	ENSG00000108878	CACNG1	675	61.14	340	176	26.07			fast	80
ENSG00000108883_EFTUD2	ENSG00000108883	EFTUD2	2919	52.81	868	528	18.09	GC1		slow	90
ENSG00000108924_HLF	ENSG00000108924	HLF	888	58.32	277	150	16.89	GC1		fast	90
ENSG00000108932_SLC16A6	ENSG00000108932	SLC16A6	1572	52.41	838	581	36.96	GC1	80	fast	90
ENSG00000108946_PRKAR1A	ENSG00000108946	PRKAR1A	1146	50.14	352	245	21.38	GC2		slow	90
ENSG00000108947_EFNB3	ENSG00000108947	EFNB3	1023	64.11	300	159	15.54	GC1		slow	80
ENSG00000108950_FAM20A	ENSG00000108950	FAM20A	1560	58.80	787	416	26.67			fast	90
ENSG00000108953_YWHAE	ENSG00000108953	YWHAE	768	43.96	109	41	5.34	GC3		slow	
ENSG00000108960_MMD	ENSG00000108960	MMD	717	47.03	220	115	16.04	GC2		slow	80
ENSG00000108963_DPH1	ENSG00000108963	DPH1	1320	59.87	579	332	25.15	GC1	80	fast	80
ENSG00000108984_MAP2K6	ENSG00000108984	MAP2K6	1005	47.99	324	192	19.10	GC2		slow	90
ENSG00000109016_DHRS7B	ENSG00000109016	DHRS7B	978	56.72	570	374	38.24	GC1		fast	80
ENSG00000109046_WSB1	ENSG00000109046	WSB1	1266	44.41	438	201	15.88	GC3		slow	90
ENSG00000109047_RCVRN	ENSG00000109047	RCVRN	609	53.48	213	138	22.66			slow	70
ENSG00000109061_MYH1	ENSG00000109061	MYH1	5820	51.23	1868	1049	18.02	GC1	70	slow	70
ENSG00000109063_MYH3	ENSG00000109063	MYH3	5823	53.74	1750	1072	18.41	GC1	70	slow	70
ENSG00000109065_NAT9	ENSG00000109065	NAT9	624	56.38	308	183	29.33	GC1		fast	90
ENSG00000109066_TMEM104	ENSG00000109066	TMEM104	1491	60.47	654	337	22.60			fast	80
ENSG00000109072_VTN	ENSG00000109072	VTN	1437	58.58	942	600	41.75	GC1	70	slow	80
ENSG00000109079_TNFAIP1	ENSG00000109079	TNFAIP1	951	55.67	277	162	17.03			slow	90
ENSG00000109089_CDR2L	ENSG00000109089	CDR2L	1392	65.81	639	291	20.91			slow	70
ENSG00000109101_FOXN1	ENSG00000109101	FOXN1	1947	62.40	810	411	21.11	GC1		slow	80
ENSG00000109103_UNC119	ENSG00000109103	UNC119	723	58.64	294	125	17.29			fast	90
ENSG00000109107_ALDOC	ENSG00000109107	ALDOC	1095	56.43	348	199	18.17	GC1		slow	90
ENSG00000109111_SUPT6H	ENSG00000109111	SUPT6H	5181	52.30	1501	899	17.35	GC1	80	slow	90
ENSG00000109113_RAB34	ENSG00000109113	RAB34	780	53.85	262	132	16.92	GC1		slow	80
ENSG00000109118_PHF12	ENSG00000109118	PHF12	3015	55.84	836	342	11.34	GC1		slow	90
ENSG00000109132_PHOX2B	ENSG00000109132	PHOX2B	945	65.53	323	110	11.64			fast	70
ENSG00000109133_TMEM33	ENSG00000109133	TMEM33	744	43.52	225	119	15.99	GC3		slow	90
ENSG00000109158_GABRA4	ENSG00000109158	GABRA4	1668	43.49	690	396	23.74	GC3	70	slow	90
ENSG00000109163_GNRHR	ENSG00000109163	GNRHR	987	44.94	458	279	28.27	GC2	70	slow	80
ENSG00000109171_SLAIN2	ENSG00000109171	SLAIN2	1749	50.23	544	221	12.64	GC3		fast	90
ENSG00000109180_OCIAD1	ENSG00000109180	OCIAD1	744	41.01	267	125	16.80	GC3		slow	90
ENSG00000109182_CWH43	ENSG00000109182	CWH43	2100	46.99	1211	675	32.14	GC3	80	fast	90
ENSG00000109184_DCUN1D4	ENSG00000109184	DCUN1D4	879	39.90	271	128	14.56	GC3		slow	90
ENSG00000109189_USP46	ENSG00000109189	USP46	1101	44.99	278	178	16.17	GC2		slow	90
ENSG00000109321_AREG	ENSG00000109321	AREG	762	43.77	529	310	40.68	GC3	70	slow	90
ENSG00000109339_MAPK10	ENSG00000109339	MAPK10	1395	46.62	352	194	13.91	GC2		slow	90
ENSG00000109381_ELF2	ENSG00000109381	ELF2	1785	46.91	709	421	23.59	GC3		fast	90
ENSG00000109424_UCP1	ENSG00000109424	UCP1	924	52.56	530	321	34.74	GC2	80	fast	70
ENSG00000109436_TBC1D9	ENSG00000109436	TBC1D9	3669	52.35	1255	737	20.09	GC1	80	slow	80
ENSG00000109445_ZNF330	ENSG00000109445	ZNF330	963	45.91	320	187	19.42	GC3		slow	80
ENSG00000109452_INPP4B	ENSG00000109452	INPP4B	2775	45.52	1151	641	23.10	GC2	70	slow	80
ENSG00000109466_KLHL2	ENSG00000109466	KLHL2	1782	46.31	552	350	19.64	GC3	70	slow	90
ENSG00000109472_CPE	ENSG00000109472	CPE	1431	51.13	521	309	21.59	GC2		fast	90
ENSG00000109511_ANXA10	ENSG00000109511	ANXA10	975	45.86	459	301	30.87	GC2		slow	90
ENSG00000109519_GRPEL1	ENSG00000109519	GRPEL1	654	57.35	310	196	29.97			fast	80
ENSG00000109534_GAR1	ENSG00000109534	GAR1	639	49.91	214	106	16.59	GC3		slow	
ENSG00000109572_CLCN3	ENSG00000109572	CLCN3	2601	45.86	934	610	23.45	GC3		slow	90
ENSG00000109576_AADAT	ENSG00000109576	AADAT	1278	43.78	712	431	33.72	GC3	70	fast	90
ENSG00000109586_GALNT7	ENSG00000109586	GALNT7	1848	44.97	736	439	23.76	GC3		slow	90
ENSG00000109618_SEPSECS	ENSG00000109618	SEPSECS	1518	45.24	664	348	22.92	GC3		slow	90
ENSG00000109625_CPZ	ENSG00000109625	CPZ	1971	64.17	1104	545	27.65			fast	70
ENSG00000109667_SLC2A9	ENSG00000109667	SLC2A9	1584	56.95	871	459	28.98	GC1		fast	80
ENSG00000109670_FBXW7	ENSG00000109670	FBXW7	2124	45.90	666	382	17.98	GC3	70	slow	90
ENSG00000109674_NEIL3	ENSG00000109674	NEIL3	1821	44.63	1173	732	40.20	GC3	80	fast	90
ENSG00000109680_TBC1D19	ENSG00000109680	TBC1D19	1581	40.68	500	240	15.18	GC3		slow	90
ENSG00000109684_CLNK	ENSG00000109684	CLNK	1278	49.45	949	594	46.48	GC2	80	fast	90
ENSG00000109685_WHSC1	ENSG00000109685	WHSC1	4098	55.08	2024	1321	32.24	GC1	80	fast	90
ENSG00000109686_SH3D19	ENSG00000109686	SH3D19	2373	48.88	1412	744	31.35	GC3	80	fast	90
ENSG00000109689_STIM2	ENSG00000109689	STIM2	2121	46.29	776	460	21.69	GC3		slow	90
ENSG00000109736_MFSD10	ENSG00000109736	MFSD10	1371	65.89	773	426	31.07		70	fast	70
ENSG00000109738_GLRB	ENSG00000109738	GLRB	1494	43.64	579	362	24.23	GC3		fast	90
ENSG00000109743_BST1	ENSG00000109743	BST1	933	51.44	660	380	40.73	GC2		fast	90
ENSG00000109756_RAPGEF2	ENSG00000109756	RAPGEF2	4500	47.86	1640	1096	24.36	GC2	70	fast	90
ENSG00000109762_SNX25	ENSG00000109762	SNX25	2523	44.13	1134	619	24.53	GC2	70	fast	90
ENSG00000109771_LRP2BP	ENSG00000109771	LRP2BP	1047	44.77	525	290	27.70	GC3		slow	90
ENSG00000109775_UFSP2	ENSG00000109775	UFSP2	1410	42.97	703	413	29.29	GC3		slow	90
ENSG00000109787_KLF3	ENSG00000109787	KLF3	1038	53.78	358	225	21.68	GC1		slow	90
ENSG00000109790_KLHL5	ENSG00000109790	KLHL5	2265	44.36	853	381	16.82	GC3		slow	70
ENSG00000109794_FAM149A	ENSG00000109794	FAM149A	1863	50.59	1304	814	43.69	GC3	80	fast	90
ENSG00000109805_NCAPG	ENSG00000109805	NCAPG	3048	40.34	1557	821	26.94	GC3	80	slow	80
ENSG00000109814_UGDH	ENSG00000109814	UGDH	1485	44.05	451	273	18.38	GC3	70	slow	90
ENSG00000109819_PPARGC1A	ENSG00000109819	PPARGC1A	2391	48.51	784	364	15.22	GC2	80	slow	90
ENSG00000109832_DDX25	ENSG00000109832	DDX25	1452	47.68	558	311	21.42	GC2		fast	90
ENSG00000109854_HTATIP2	ENSG00000109854	HTATIP2	729	48.52	346	211	28.94	GC2	70	slow	90
ENSG00000109881_CCDC34	ENSG00000109881	CCDC34	1104	45.93	683	340	30.80	GC3		fast	90
ENSG00000109906_ZBTB16	ENSG00000109906	ZBTB16	2022	60.89	563	323	15.97		80	slow	70
ENSG00000109911_ELP4	ENSG00000109911	ELP4	1275	43.79	706	413	32.39	GC3	70	fast	90
ENSG00000109917_ZPR1	ENSG00000109917	ZPR1	1380	54.04	683	352	25.51	GC1	70	slow	90
ENSG00000109919_MTCH2	ENSG00000109919	MTCH2	912	47.99	361	145	15.90	GC2		slow	90
ENSG00000109920_FNBP4	ENSG00000109920	FNBP4	3057	48.66	1291	695	22.73	GC3	70	fast	90
ENSG00000109929_SC5D	ENSG00000109929	SC5D	900	40.85	470	306	34.00	GC3		slow	90
ENSG00000109943_CRTAM	ENSG00000109943	CRTAM	1182	47.17	866	556	47.04	GC2	80	fast	90
ENSG00000109944_C11orf63	ENSG00000109944	C11orf63	2340	46.50	1752	1086	46.41	GC2	80	fast	90
ENSG00000109956_B3GAT1	ENSG00000109956	B3GAT1	1005	64.38	417	220	21.89			slow	90
ENSG00000109991_P2RX3	ENSG00000109991	P2RX3	1194	56.39	478	253	21.19			fast	90
ENSG00000110011_DNAJC4	ENSG00000110011	DNAJC4	723	62.38	416	243	33.61	GC1		fast	70
ENSG00000110013_SIAE	ENSG00000110013	SIAE	1572	51.95	895	593	37.72	GC2	70	fast	90
ENSG00000110025_SNX15	ENSG00000110025	SNX15	1029	63.61	454	253	24.59			fast	90
ENSG00000110031_LPXN	ENSG00000110031	LPXN	1161	53.29	600	373	32.13	GC1	70	fast	90
ENSG00000110042_DTX4	ENSG00000110042	DTX4	1746	60.95	652	361	20.68			fast	80
ENSG00000110046_ATG2A	ENSG00000110046	ATG2A	5796	64.20	2758	1540	26.57		80	fast	80
ENSG00000110047_EHD1	ENSG00000110047	EHD1	1605	61.55	446	203	12.65			fast	80
ENSG00000110048_OSBP	ENSG00000110048	OSBP	2424	54.39	1064	508	20.96	GC1		fast	90
ENSG00000110057_UNC93B1	ENSG00000110057	UNC93B1	1794	63.67	830	359	20.01			fast	80
ENSG00000110060_PUS3	ENSG00000110060	PUS3	1443	43.97	672	355	24.60	GC3	80	slow	90
ENSG00000110063_DCPS	ENSG00000110063	DCPS	1014	58.28	496	318	31.36			fast	90
ENSG00000110066_SUV420H1	ENSG00000110066	SUV420H1	2652	48.65	1258	827	31.18	GC2		fast	90
ENSG00000110074_FOXRED1	ENSG00000110074	FOXRED1	1461	57.45	744	461	31.55	GC1	70	slow	90
ENSG00000110075_PPP6R3	ENSG00000110075	PPP6R3	2622	47.12	1067	613	23.38	GC2		fast	90
ENSG00000110080_ST3GAL4	ENSG00000110080	ST3GAL4	1002	55.47	506	284	28.34			slow	80
ENSG00000110090_CPT1A	ENSG00000110090	CPT1A	2322	56.04	980	677	29.16		80	fast	80
ENSG00000110104_CCDC86	ENSG00000110104	CCDC86	1086	64.46	719	377	34.71	GC1	70	slow	70
ENSG00000110107_PRPF19	ENSG00000110107	PRPF19	1515	56.54	445	275	18.15	GC1		slow	90
ENSG00000110108_TMEM109	ENSG00000110108	TMEM109	732	63.34	426	198	27.05			slow	70
ENSG00000110148_CCKBR	ENSG00000110148	CCKBR	1365	63.32	661	353	25.86		70	fast	80
ENSG00000110169_HPX	ENSG00000110169	HPX	1395	54.92	879	540	38.71	GC2	70	fast	80
ENSG00000110171_TRIM3	ENSG00000110171	TRIM3	2235	62.38	651	359	16.06		70	slow	80
ENSG00000110172_CHORDC1	ENSG00000110172	CHORDC1	999	41.21	392	191	19.12	GC3		fast	90
ENSG00000110218_PANX1	ENSG00000110218	PANX1	1284	50.89	716	416	32.40	GC1	80	fast	80
ENSG00000110237_ARHGEF17	ENSG00000110237	ARHGEF17	6195	63.53	2909	1351	21.81	GC1	80	fast	80
ENSG00000110244_APOA4	ENSG00000110244	APOA4	1155	61.40	892	582	50.39			fast	90
ENSG00000110315_RNF141	ENSG00000110315	RNF141	693	45.44	258	141	20.35	GC3		slow	90
ENSG00000110318_KIAA1377	ENSG00000110318	KIAA1377	3342	39.40	2623	1529	45.75	GC3	80	fast	90
ENSG00000110321_EIF4G2	ENSG00000110321	EIF4G2	2724	44.51	454	216	7.93	GC3		slow	90
ENSG00000110324_IL10RA	ENSG00000110324	IL10RA	1743	58.56	1305	839	48.14	GC1	70	fast	90
ENSG00000110328_GALNT18	ENSG00000110328	GALNT18	1824	57.68	572	302	16.56			fast	90
ENSG00000110330_BIRC2	ENSG00000110330	BIRC2	1857	42.59	912	566	30.48	GC3	70	slow	90
ENSG00000110344_UBE4A	ENSG00000110344	UBE4A	3219	46.86	1026	554	17.21	GC2	70	slow	90
ENSG00000110367_DDX6	ENSG00000110367	DDX6	1452	43.72	310	108	7.44	GC3		slow	90
ENSG00000110395_CBL	ENSG00000110395	CBL	2706	51.08	1020	549	20.29	GC2	70	slow	90
ENSG00000110400_PVRL1	ENSG00000110400	PVRL1	1551	62.76	648	292	18.83			fast	80
ENSG00000110422_HIPK3	ENSG00000110422	HIPK3	3648	44.61	1323	693	19.00	GC3	80	slow	90
ENSG00000110427_KIAA1549L	ENSG00000110427	KIAA1549L	5328	55.75	3106	1860	34.91	GC1	90	slow	80
ENSG00000110429_FBXO3	ENSG00000110429	FBXO3	1413	45.19	454	249	17.62	GC3		slow	90
ENSG00000110435_PDHX	ENSG00000110435	PDHX	1506	49.19	765	489	32.47	GC3	70	slow	90
ENSG00000110436_SLC1A2	ENSG00000110436	SLC1A2	1725	51.35	578	371	21.51	GC1	70	fast	90
ENSG00000110446_SLC15A3	ENSG00000110446	SLC15A3	1728	61.98	948	538	31.13		70	fast	80
ENSG00000110448_CD5	ENSG00000110448	CD5	1482	62.30	1086	664	44.80		80	fast	90
ENSG00000110455_ACCS	ENSG00000110455	ACCS	1509	57.88	788	409	27.10		70	fast	90
ENSG00000110497_AMBRA1	ENSG00000110497	AMBRA1	3900	58.19	1259	692	17.74	GC1	70	slow	90
ENSG00000110514_MADD	ENSG00000110514	MADD	4944	54.74	1818	1037	20.97	GC1	70	fast	90
ENSG00000110583_NAA40	ENSG00000110583	NAA40	714	55.22	286	149	20.87	GC1		slow	90
ENSG00000110660_SLC35F2	ENSG00000110660	SLC35F2	1026	47.48	444	259	25.24	GC2		fast	80
ENSG00000110675_ELMOD1	ENSG00000110675	ELMOD1	1005	42.87	430	234	23.28	GC3		slow	90
ENSG00000110693_SOX6	ENSG00000110693	SOX6	2487	50.56	590	250	10.05	GC2	70	slow	80
ENSG00000110697_PITPNM1	ENSG00000110697	PITPNM1	3735	65.03	1485	761	20.37		80	fast	80
ENSG00000110711_AIP	ENSG00000110711	AIP	993	61.28	322	177	17.82			slow	80
